ssn,age,education,marital-status,relationship,sex,income
249-69-2874,33.0,7th-8th,Married-civ-spouse,Husband,Male,
907-03-3168,24.0,Masters,Divorced,Other-relative,Male,<=50K
081-41-8918,,,Married-civ-spouse,Husband,,
842-22-9728,46.0,Doctorate,,Not-in-family,Male,<=50K
127-24-2014,36.0,HS-grad,Widowed,Not-in-family,,
195-63-8820,38.0,,,,Female,<=50K
914-25-0613,46.0,Bachelors,Married-civ-spouse,Husband,,>50K
090-54-0540,36.0,,Married-civ-spouse,,,<=50K
935-96-4372,28.0,Some-college,Never-married,Not-in-family,Female,<=50K
851-25-9212,19.0,11th,Separated,Own-child,Female,<=50K
864-71-1301,31.0,Bachelors,Married-spouse-absent,Not-in-family,Male,<=50K
940-11-0564,57.0,,Divorced,Not-in-family,,>50K
335-62-6535,52.0,,,,,
205-55-8967,61.0,HS-grad,Married-civ-spouse,Husband,,<=50K
134-55-1596,17.0,Some-college,Married-civ-spouse,,,
855-15-9704,72.0,,Married-civ-spouse,Husband,Male,>50K
302-88-6977,65.0,Some-college,Never-married,Not-in-family,Female,<=50K
317-16-8304,24.0,,Never-married,Own-child,Male,
658-16-9532,34.0,Assoc-acdm,,Husband,,
841-70-7615,39.0,5th-6th,Separated,Other-relative,Female,
490-66-3390,25.0,Bachelors,Married-civ-spouse,,,<=50K
747-26-6584,35.0,Bachelors,Married-civ-spouse,Husband,,<=50K
491-24-6928,51.0,10th,Never-married,,,
613-45-2087,29.0,,,Not-in-family,Female,
446-65-2333,52.0,HS-grad,,Unmarried,,<=50K
584-18-3046,29.0,,,Husband,,<=50K
826-01-3512,34.0,Some-college,Married-civ-spouse,Husband,,<=50K
473-28-0097,63.0,Masters,Widowed,Not-in-family,Female,
881-75-6755,23.0,,,,Female,<=50K
649-84-6436,19.0,HS-grad,Never-married,Own-child,,<=50K
994-34-8893,52.0,,Divorced,Not-in-family,Female,>50K
292-99-7542,43.0,,Married-civ-spouse,Husband,,<=50K
805-25-1841,28.0,,,,Female,
883-69-1645,22.0,5th-6th,Married-civ-spouse,,Male,<=50K
726-78-1326,,10th,,Wife,,
992-44-4716,36.0,Masters,,Husband,,
515-72-4815,46.0,Some-college,,Unmarried,,
484-70-5159,29.0,HS-grad,Divorced,Not-in-family,Male,
519-01-1055,31.0,,Married-civ-spouse,Husband,Male,<=50K
631-17-3218,21.0,Some-college,Married-civ-spouse,Wife,,<=50K
437-28-5011,48.0,Assoc-voc,Married-civ-spouse,,,
183-87-5921,27.0,,Married-civ-spouse,Husband,,>50K
621-95-9458,51.0,HS-grad,Married-civ-spouse,Husband,,
646-95-9458,,HS-grad,,,Female,<=50K
046-00-7370,25.0,HS-grad,Never-married,Not-in-family,Female,<=50K
918-67-3217,27.0,,Never-married,Own-child,,
208-32-3095,51.0,,Never-married,Not-in-family,,<=50K
675-76-7812,24.0,Some-college,Never-married,Own-child,Male,
502-30-3439,30.0,10th,Never-married,Not-in-family,,<=50K
180-00-6142,,Some-college,Divorced,Not-in-family,Female,
419-01-1056,39.0,Bachelors,Married-civ-spouse,Husband,,>50K
723-37-2235,28.0,HS-grad,Married-civ-spouse,,Male,
979-45-3315,34.0,Some-college,Never-married,Own-child,Male,
484-73-5871,44.0,,Never-married,Own-child,,<=50K
126-01-3513,32.0,Bachelors,Never-married,Not-in-family,,<=50K
095-02-4569,39.0,HS-grad,Widowed,Not-in-family,Female,<=50K
713-60-5650,28.0,HS-grad,Never-married,Not-in-family,,<=50K
019-87-1007,20.0,,Never-married,Own-child,,<=50K
616-70-7616,56.0,Some-college,Married-civ-spouse,Husband,Male,
074-07-8624,,,Never-married,Not-in-family,Male,
937-28-5011,33.0,HS-grad,Never-married,Own-child,,<=50K
082-24-8157,50.0,HS-grad,,Husband,Male,<=50K
655-06-7566,26.0,Some-college,Never-married,,Male,<=50K
184-45-9459,32.0,HS-grad,Never-married,Unmarried,Male,
645-57-7394,45.0,HS-grad,Married-civ-spouse,Husband,,
047-81-9410,,HS-grad,Married-civ-spouse,,,
155-98-8943,33.0,Bachelors,Married-civ-spouse,Husband,Male,>50K
731-11-1792,53.0,,Never-married,Not-in-family,Female,
291-89-1891,32.0,,Married-civ-spouse,,,<=50K
419-80-9581,61.0,,Never-married,Not-in-family,Female,<=50K
734-39-8033,59.0,Some-college,Widowed,,,
179-66-8304,47.0,HS-grad,Married-civ-spouse,Husband,Male,
819-01-1055,34.0,HS-grad,Widowed,Unmarried,,<=50K
453-16-3390,59.0,,Divorced,Unmarried,,<=50K
289-00-4913,21.0,HS-grad,Never-married,Own-child,Female,
786-27-1497,25.0,HS-grad,Never-married,Own-child,Male,<=50K
779-33-0466,31.0,Bachelors,,Wife,Female,
301-93-4889,48.0,Assoc-voc,,Wife,,
598-64-8648,37.0,HS-grad,,Husband,Male,
234-06-0196,49.0,,Divorced,Unmarried,Female,
275-79-8525,,,Married-civ-spouse,,,
696-40-6633,44.0,Bachelors,Married-civ-spouse,Wife,,
715-07-9851,,HS-grad,Married-civ-spouse,Husband,Male,
441-36-9778,41.0,Bachelors,Divorced,Not-in-family,,
219-59-4594,39.0,Bachelors,Married-civ-spouse,Husband,,
087-80-7125,39.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
102-08-8451,30.0,Assoc-acdm,,Unmarried,Female,
944-84-0293,43.0,HS-grad,Divorced,,Female,>50K
476-81-2038,33.0,Some-college,,Husband,,
413-51-3513,34.0,HS-grad,,Husband,,>50K
797-42-0146,22.0,,Divorced,Not-in-family,,<=50K
528-10-1965,32.0,HS-grad,Married-civ-spouse,,,
555-74-3242,47.0,,Married-civ-spouse,Husband,Male,
092-10-6879,29.0,HS-grad,,Husband,Male,>50K
245-51-5970,35.0,Some-college,Married-spouse-absent,Not-in-family,Female,
626-75-0613,21.0,12th,Never-married,Not-in-family,Female,
579-60-6879,42.0,Masters,Never-married,Own-child,Male,
965-60-1964,45.0,7th-8th,,Husband,,
423-43-3660,37.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
085-96-4373,53.0,1st-4th,Divorced,Not-in-family,Male,>50K
091-15-4791,,Masters,Married-civ-spouse,Husband,Male,<=50K
307-46-3144,,Some-college,Never-married,Own-child,,
419-65-6019,27.0,Assoc-voc,Never-married,Own-child,Male,<=50K
098-86-3636,37.0,,Divorced,Unmarried,,
401-35-1350,40.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
972-23-5871,20.0,HS-grad,Never-married,Own-child,,
339-31-2038,42.0,Some-college,,Husband,,
960-87-2234,64.0,Bachelors,Married-civ-spouse,Husband,Male,
008-78-3783,42.0,,Never-married,,Male,<=50K
458-10-8107,43.0,,Married-civ-spouse,,Male,
213-08-3537,52.0,Bachelors,Married-civ-spouse,Husband,,
244-44-1031,26.0,HS-grad,Never-married,Own-child,,<=50K
179-42-2604,71.0,,Married-civ-spouse,Husband,,
350-64-4962,39.0,Some-college,Married-civ-spouse,,,<=50K
848-12-6534,48.0,HS-grad,Married-civ-spouse,Husband,,>50K
918-39-6804,27.0,Bachelors,Never-married,Unmarried,,<=50K
450-67-5675,19.0,,,Not-in-family,Female,<=50K
355-92-7518,32.0,Assoc-acdm,,Not-in-family,,<=50K
276-81-2039,52.0,Bachelors,,Husband,,
761-08-7222,49.0,HS-grad,Divorced,,Male,
798-40-2947,28.0,,,,Female,
663-20-6387,36.0,Bachelors,Married-civ-spouse,Husband,Male,
671-19-1645,29.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
290-01-8427,34.0,,Never-married,Not-in-family,,<=50K
135-28-8697,20.0,Masters,Never-married,Own-child,,
248-61-7935,34.0,7th-8th,Married-civ-spouse,Husband,Male,>50K
896-86-7320,32.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
198-71-0073,17.0,HS-grad,Never-married,Own-child,Male,
462-92-9974,52.0,Some-college,,,Male,>50K
409-98-1572,,Assoc-acdm,Married-civ-spouse,,Male,>50K
296-99-0171,47.0,Some-college,Married-civ-spouse,,Male,
082-09-4594,48.0,,Divorced,Unmarried,Female,<=50K
029-72-9729,26.0,Bachelors,Never-married,Unmarried,,<=50K
369-44-1031,32.0,Bachelors,Never-married,Not-in-family,Male,
991-61-5478,49.0,9th,Married-civ-spouse,Husband,Male,
289-92-6289,41.0,Bachelors,Divorced,Unmarried,,<=50K
953-96-1915,22.0,HS-grad,,Unmarried,Female,<=50K
339-18-9188,,HS-grad,Never-married,Own-child,Female,<=50K
909-55-1596,57.0,Bachelors,Married-civ-spouse,Husband,,>50K
637-22-3586,55.0,HS-grad,Married-civ-spouse,Husband,,>50K
265-44-8402,33.0,Prof-school,Married-civ-spouse,Husband,,<=50K
423-95-5773,57.0,,Never-married,Not-in-family,,<=50K
178-16-3390,43.0,Assoc-acdm,Married-civ-spouse,Husband,Male,>50K
249-84-6437,27.0,HS-grad,,Not-in-family,,<=50K
607-67-8132,51.0,HS-grad,Divorced,Not-in-family,,<=50K
410-38-0834,47.0,5th-6th,Married-civ-spouse,,,
260-22-7272,54.0,HS-grad,Divorced,,Male,<=50K
383-13-8820,47.0,Assoc-voc,,,,<=50K
926-62-7763,54.0,Some-college,,Husband,Male,>50K
384-85-8721,22.0,,Never-married,,,<=50K
658-84-5208,40.0,Masters,Married-civ-spouse,Husband,Male,
029-94-4717,22.0,Some-college,,,Male,<=50K
766-92-2603,52.0,,Married-civ-spouse,,Female,>50K
146-86-7321,38.0,Assoc-voc,Never-married,Not-in-family,,
451-87-3463,70.0,,Married-spouse-absent,Not-in-family,,
585-59-5822,51.0,12th,Never-married,,,
529-05-4053,76.0,Assoc-voc,Divorced,Not-in-family,,<=50K
160-59-5822,49.0,,Divorced,,,<=50K
563-75-9213,61.0,,,Not-in-family,Female,<=50K
034-42-8746,,Bachelors,Married-civ-spouse,Husband,Male,
837-74-5699,18.0,,Married-spouse-absent,Own-child,Female,
036-79-3611,,Prof-school,Never-married,Own-child,,<=50K
747-32-8009,26.0,Bachelors,Divorced,,Female,
285-65-7247,17.0,Masters,,Not-in-family,Female,<=50K
142-29-1154,28.0,Some-college,Never-married,Not-in-family,Female,
140-20-2702,32.0,Some-college,,,,>50K
876-44-3488,,HS-grad,Married-civ-spouse,,Male,>50K
307-12-5306,23.0,Assoc-voc,Divorced,Not-in-family,Female,<=50K
244-87-1007,27.0,,Never-married,Not-in-family,Female,
954-85-2578,48.0,HS-grad,Married-AF-spouse,,Female,>50K
069-80-9582,39.0,Some-college,Never-married,Not-in-family,Female,
353-37-8378,39.0,,Married-civ-spouse,Husband,Male,>50K
326-96-5601,38.0,Doctorate,Married-civ-spouse,Wife,,>50K
726-44-3488,33.0,,Married-civ-spouse,Husband,,<=50K
337-53-0712,,HS-grad,,Not-in-family,,
738-54-4225,34.0,,,Not-in-family,,<=50K
428-62-4078,21.0,,Never-married,Own-child,Female,
039-03-5626,32.0,,Never-married,,Male,
362-28-5011,,Masters,,Not-in-family,,<=50K
823-98-6485,19.0,,Never-married,Own-child,,<=50K
883-35-3807,32.0,,Married-civ-spouse,Husband,Male,
067-22-9729,,HS-grad,,Husband,,
196-99-0171,18.0,,Married-civ-spouse,,Female,<=50K
185-84-1523,43.0,Masters,,Not-in-family,Male,
089-18-9189,25.0,Bachelors,Married-civ-spouse,Husband,Male,
655-22-1129,31.0,,Married-civ-spouse,Husband,Male,>50K
774-53-9311,40.0,Some-college,,Not-in-family,Female,<=50K
212-53-0712,61.0,Bachelors,Never-married,Own-child,,<=50K
259-09-0908,46.0,,Divorced,Not-in-family,,<=50K
148-95-5773,39.0,Bachelors,Married-civ-spouse,Wife,Female,
778-96-1915,20.0,,,Unmarried,,<=50K
205-06-7567,,,Never-married,,Male,
334-09-0908,57.0,HS-grad,Married-civ-spouse,Husband,Male,
736-05-6510,40.0,Masters,Married-civ-spouse,Husband,Male,
815-26-4126,29.0,Doctorate,Married-civ-spouse,Wife,,<=50K
532-43-2431,29.0,,Married-civ-spouse,Husband,,<=50K
143-91-8918,,Assoc-acdm,Married-civ-spouse,,,
434-52-0884,28.0,,,Unmarried,Female,<=50K
560-04-2996,32.0,Some-college,,Husband,Male,
670-08-5994,,,Married-civ-spouse,Husband,,
819-28-7468,36.0,,Married-civ-spouse,Wife,Female,<=50K
992-69-0416,44.0,,,Other-relative,,
235-25-7985,41.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
385-38-0834,68.0,Bachelors,Never-married,,Female,<=50K
794-19-5330,,Bachelors,Married-civ-spouse,Husband,Male,
028-31-6953,49.0,HS-grad,Married-civ-spouse,Husband,,
568-88-8205,49.0,,Married-civ-spouse,Husband,Male,<=50K
050-09-2137,,Some-college,Married-civ-spouse,Husband,,
029-05-4054,26.0,Assoc-voc,Married-civ-spouse,,Female,<=50K
705-80-4667,34.0,,Separated,Unmarried,,<=50K
955-43-6116,,,Never-married,Own-child,Female,<=50K
589-71-1301,29.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
633-63-0220,,,Divorced,Not-in-family,Female,>50K
889-71-1301,31.0,Some-college,Widowed,Not-in-family,,<=50K
724-90-7861,48.0,HS-grad,Married-civ-spouse,Wife,,>50K
554-85-2579,65.0,Bachelors,Married-civ-spouse,Husband,,<=50K
503-96-1915,,,,Wife,Female,<=50K
320-30-0982,38.0,,Married-civ-spouse,,,<=50K
537-96-0687,51.0,,Married-civ-spouse,Husband,,
515-50-9827,25.0,,Divorced,,,<=50K
099-87-7149,21.0,,,Own-child,,<=50K
329-76-0441,61.0,Assoc-acdm,Married-civ-spouse,Husband,,>50K
690-41-7689,22.0,,Never-married,,,<=50K
278-04-0540,39.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
479-88-3291,45.0,Masters,Married-civ-spouse,Husband,,
763-78-9925,47.0,Some-college,Married-civ-spouse,Husband,,<=50K
522-26-6584,23.0,Some-college,Never-married,Not-in-family,,<=50K
755-68-1817,25.0,HS-grad,,Unmarried,,
516-33-9065,18.0,HS-grad,Married-civ-spouse,,,<=50K
301-16-7075,29.0,,,Not-in-family,,<=50K
061-57-8624,43.0,,Married-civ-spouse,Husband,Male,<=50K
136-39-4348,59.0,,Married-civ-spouse,,,
465-93-9802,56.0,Bachelors,Married-civ-spouse,Husband,,>50K
986-57-8623,61.0,Some-college,,Not-in-family,Female,<=50K
918-33-5379,23.0,,Never-married,Own-child,,<=50K
877-67-1989,55.0,,,Wife,Female,
197-29-7297,39.0,Some-college,Married-civ-spouse,Husband,Male,>50K
453-56-2653,,Bachelors,Never-married,,,<=50K
216-76-9041,57.0,,Married-civ-spouse,,Male,<=50K
372-29-7296,19.0,,Divorced,Not-in-family,,<=50K
402-08-8451,67.0,,,Husband,Male,>50K
420-39-3119,63.0,,Married-civ-spouse,Husband,,
418-61-1793,57.0,Masters,Divorced,Unmarried,Female,
688-60-5650,40.0,12th,,Husband,,>50K
043-55-0368,19.0,,,Own-child,Female,<=50K
658-04-6682,22.0,,Never-married,Own-child,Male,<=50K
013-23-7100,38.0,Assoc-acdm,Married-spouse-absent,Not-in-family,,<=50K
323-80-2210,43.0,Assoc-acdm,Married-civ-spouse,Husband,,<=50K
363-51-3513,32.0,Assoc-voc,,Not-in-family,Male,<=50K
940-35-6264,32.0,,Married-civ-spouse,,,>50K
717-96-6829,34.0,,,Not-in-family,Female,
544-22-6043,24.0,,Married-civ-spouse,,,<=50K
808-41-5232,35.0,,Married-civ-spouse,Wife,Female,
164-46-5601,46.0,Bachelors,,Wife,,>50K
456-38-8205,77.0,,Divorced,,Male,<=50K
598-06-5109,41.0,Assoc-voc,Divorced,Unmarried,Female,<=50K
347-42-0147,40.0,Masters,Married-civ-spouse,Husband,,
273-12-6535,47.0,HS-grad,Married-civ-spouse,Husband,,
124-23-2186,70.0,Bachelors,,,Male,
625-18-4274,29.0,,Divorced,,Female,<=50K
657-98-5257,45.0,Some-college,Never-married,Not-in-family,,
466-43-1203,25.0,,,,,<=50K
746-80-5896,49.0,,,Husband,,>50K
015-01-8427,45.0,Some-college,Never-married,,,<=50K
068-48-8943,30.0,,Married-civ-spouse,,Female,>50K
921-43-7345,36.0,Masters,Divorced,Unmarried,,<=50K
542-47-5429,35.0,,,Own-child,,
243-45-8230,29.0,,Never-married,Own-child,Female,
886-79-3610,30.0,,,Not-in-family,Male,<=50K
981-60-3193,,,Married-civ-spouse,,,>50K
192-10-6879,31.0,Assoc-acdm,Never-married,Own-child,Male,
082-06-3881,,,,Not-in-family,Female,
964-43-4888,64.0,,,Not-in-family,,
120-23-9557,40.0,,Married-civ-spouse,Husband,Male,<=50K
611-70-1473,57.0,,,Husband,Male,
054-11-5479,47.0,,Married-civ-spouse,Wife,Female,
907-00-2456,34.0,Some-college,Married-civ-spouse,Wife,,>50K
276-62-7763,,,,,,
814-68-0588,,HS-grad,Never-married,Own-child,Male,
813-69-7787,24.0,10th,Married-civ-spouse,Husband,Male,
269-47-1744,24.0,HS-grad,Divorced,Unmarried,Male,
965-75-5527,29.0,Assoc-acdm,Divorced,Unmarried,Female,<=50K
180-98-8943,41.0,Some-college,Never-married,Not-in-family,Male,
389-18-9188,30.0,Some-college,,Unmarried,,
268-79-6068,32.0,10th,Married-civ-spouse,Husband,Male,<=50K
613-29-8525,21.0,,Never-married,Own-child,Male,<=50K
783-59-9507,37.0,,Divorced,Unmarried,Female,>50K
526-75-0613,33.0,,Married-civ-spouse,,Male,<=50K
475-03-0712,25.0,Some-college,Never-married,Other-relative,Male,<=50K
923-80-2210,21.0,Masters,Never-married,,Male,<=50K
280-52-8255,,,Married-civ-spouse,Husband,Male,>50K
266-09-3365,,,Never-married,,,
173-40-2948,61.0,Some-college,Divorced,Not-in-family,,
678-43-9802,27.0,,,Unmarried,Female,<=50K
556-75-6756,,Bachelors,Married-civ-spouse,Husband,Male,
595-76-1670,20.0,Assoc-acdm,Divorced,Own-child,Female,
996-52-9483,33.0,,Never-married,,Male,
239-89-5577,25.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
885-19-6559,48.0,HS-grad,,,Male,>50K
373-40-2948,36.0,,,Not-in-family,,<=50K
778-40-9090,72.0,,,Not-in-family,Female,<=50K
593-24-3242,75.0,1st-4th,Married-civ-spouse,Husband,,
626-47-4200,23.0,HS-grad,Divorced,Not-in-family,,
627-73-3414,26.0,HS-grad,Widowed,Not-in-family,,
082-27-8869,62.0,,Married-civ-spouse,Husband,Male,<=50K
126-28-9926,52.0,Prof-school,Married-civ-spouse,,Male,>50K
500-67-5675,41.0,Masters,Married-civ-spouse,Husband,Male,>50K
630-19-0417,48.0,HS-grad,Married-civ-spouse,Husband,,
568-94-9630,40.0,Assoc-voc,Married-civ-spouse,Husband,Male,
125-64-4963,37.0,Masters,Never-married,Not-in-family,Female,<=50K
184-30-5896,74.0,,,,,
071-43-7346,,,Married-civ-spouse,Husband,Male,>50K
956-38-8205,29.0,,Never-married,Not-in-family,Male,
210-96-4373,39.0,Some-college,Married-civ-spouse,Husband,,<=50K
157-37-1007,42.0,Some-college,,Husband,Male,<=50K
747-97-2972,23.0,,,Not-in-family,Male,
329-29-9753,46.0,Some-college,Married-civ-spouse,Husband,,
338-42-1375,,9th,Never-married,Not-in-family,Female,
987-16-2161,29.0,HS-grad,Never-married,Unmarried,,<=50K
637-89-9262,71.0,Bachelors,Never-married,Not-in-family,,<=50K
443-73-4643,29.0,5th-6th,,Unmarried,,
688-97-4200,31.0,,,Husband,,<=50K
453-96-1916,24.0,HS-grad,Never-married,,,<=50K
825-49-1399,31.0,HS-grad,Widowed,Not-in-family,Male,<=50K
852-36-4864,24.0,Some-college,Never-married,Unmarried,Male,
097-05-1596,28.0,,Married-civ-spouse,,Female,>50K
272-91-1547,28.0,HS-grad,Never-married,Not-in-family,,<=50K
819-34-8893,26.0,5th-6th,Widowed,,Male,<=50K
393-12-0392,,HS-grad,Married-civ-spouse,Husband,Male,
430-89-6805,51.0,Bachelors,Married-civ-spouse,Husband,,>50K
595-51-5969,48.0,Assoc-acdm,Never-married,,Male,>50K
658-96-8058,35.0,,Married-civ-spouse,,Female,<=50K
316-33-9066,38.0,11th,,Unmarried,Female,<=50K
343-67-3218,19.0,Assoc-acdm,,Own-child,Female,<=50K
567-84-3979,20.0,,Never-married,Own-child,,
849-47-7886,31.0,,Divorced,Other-relative,Male,
438-72-8500,40.0,HS-grad,Married-civ-spouse,Wife,,
410-13-5134,35.0,,Widowed,Not-in-family,,
068-73-4643,42.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
981-05-0367,58.0,,Married-civ-spouse,Husband,Male,<=50K
643-48-8942,,HS-grad,Never-married,Not-in-family,,<=50K
480-68-1817,27.0,HS-grad,Separated,Not-in-family,Female,<=50K
269-34-8894,35.0,,Widowed,Not-in-family,,
643-88-8205,46.0,,,Unmarried,Female,<=50K
262-62-2849,68.0,,Married-civ-spouse,Husband,Male,
154-45-3316,23.0,HS-grad,Divorced,Own-child,Male,
934-73-5871,30.0,HS-grad,Married-civ-spouse,Husband,Male,<=50K
938-14-4962,,HS-grad,Married-civ-spouse,Husband,,
325-73-7100,26.0,Some-college,Married-civ-spouse,Husband,Male,
648-46-4372,45.0,,Divorced,,Male,>50K
851-10-5650,29.0,Bachelors,Married-civ-spouse,Husband,Male,<=50K
253-04-0540,54.0,Some-college,Married-civ-spouse,Husband,Male,>50K
564-86-4864,49.0,,Married-civ-spouse,Wife,,>50K
343-48-8943,36.0,,,,,>50K
520-20-8844,,,Divorced,,Male,<=50K
127-21-1302,60.0,Bachelors,Never-married,,Male,
692-53-6854,56.0,HS-grad,Never-married,,,
477-94-8402,42.0,Assoc-voc,Separated,,,<=50K
582-37-1006,62.0,Bachelors,Divorced,Not-in-family,Female,<=50K
340-07-9852,34.0,Some-college,,,Female,>50K
877-08-8451,21.0,Masters,,,,<=50K
659-70-5159,41.0,Assoc-acdm,,Wife,Female,<=50K
964-83-4151,28.0,HS-grad,Never-married,,,
969-80-9581,39.0,HS-grad,Married-civ-spouse,Husband,Male,>50K
966-92-2603,34.0,,Married-civ-spouse,Husband,Male,
293-05-8967,54.0,Some-college,Married-civ-spouse,,Male,<=50K
970-42-3831,59.0,,Married-civ-spouse,Wife,Female,>50K
205-77-3955,37.0,,,Other-relative,,
770-48-5257,,Some-college,Married-civ-spouse,Husband,Male,
028-50-1228,50.0,Bachelors,,Not-in-family,,<=50K
788-45-2087,85.0,Some-college,Divorced,,Male,
479-14-6191,47.0,,Never-married,Not-in-family,,
837-49-9999,47.0,Some-college,Married-civ-spouse,Husband,Male,<=50K
431-69-5331,28.0,Some-college,Never-married,Not-in-family,Male,<=50K
043-18-1818,47.0,9th,Married-civ-spouse,,Male,
131-38-8206,45.0,Prof-school,Never-married,,,<=50K
035-04-2997,33.0,11th,,,,
103-04-0540,54.0,Bachelors,Married-civ-spouse,,Male,
319-28-7468,38.0,Bachelors,Never-married,Own-child,Female,
839-98-7714,53.0,HS-grad,,Unmarried,Female,<=50K
720-08-5994,40.0,Some-college,,Own-child,,<=50K
706-23-4643,67.0,HS-grad,,Unmarried,Female,
555-37-4692,30.0,Masters,Married-civ-spouse,,Female,
525-39-9262,25.0,,Married-spouse-absent,Not-in-family,,<=50K
428-74-6928,28.0,,Divorced,Not-in-family,Male,
637-19-2874,52.0,,Never-married,Own-child,Male,
799-14-0048,58.0,Some-college,Divorced,Not-in-family,,<=50K
183-07-7395,20.0,,Married-civ-spouse,Wife,Female,<=50K
185-96-4373,60.0,Bachelors,Married-civ-spouse,Wife,Female,<=50K
183-53-8083,34.0,,Married-civ-spouse,Husband,Male,
220-57-7395,42.0,11th,Married-civ-spouse,Husband,Male,<=50K
782-86-2407,51.0,HS-grad,Married-civ-spouse,Wife,,>50K
332-55-5282,31.0,,Widowed,Other-relative,Male,<=50K
040-44-8402,23.0,Some-college,Married-civ-spouse,Husband,Male,
081-44-9631,32.0,,Divorced,Other-relative,,<=50K
014-95-7002,41.0,,Never-married,,,<=50K
238-11-4250,41.0,HS-grad,Divorced,Not-in-family,,
553-28-6240,44.0,,Married-civ-spouse,Husband,,
439-61-9164,34.0,HS-grad,,Husband,,>50K
099-50-8599,36.0,10th,Never-married,Not-in-family,Male,
104-57-6166,28.0,,,Unmarried,Female,
906-20-3930,42.0,,Married-civ-spouse,Husband,,
280-43-6117,,HS-grad,,,Female,
046-86-7321,24.0,Some-college,,Own-child,Female,<=50K
642-32-1866,37.0,,Married-civ-spouse,,Male,
542-22-9729,24.0,HS-grad,Never-married,Not-in-family,,<=50K
085-07-3709,19.0,HS-grad,Never-married,Own-child,Male,<=50K
233-32-3095,18.0,,,Own-child,Male,<=50K
188-48-2800,30.0,Bachelors,Married-civ-spouse,,Male,<=50K
101-25-9213,38.0,,Married-civ-spouse,Husband,,
900-09-2136,33.0,,Never-married,Not-in-family,,<=50K
767-32-1866,34.0,HS-grad,,Husband,Male,
950-46-0687,33.0,,Married-civ-spouse,Husband,,>50K
018-94-9631,38.0,,Never-married,Not-in-family,Male,<=50K
558-32-3095,27.0,HS-grad,Separated,Not-in-family,Male,<=50K
827-76-4126,40.0,Prof-school,,Husband,,
024-41-6461,51.0,,Divorced,Unmarried,Female,<=50K
164-18-9189,37.0,Some-college,,Unmarried,Female,<=50K
360-68-7960,29.0,,Married-civ-spouse,,,
942-16-8303,30.0,Some-college,Divorced,,,
326-93-4889,56.0,HS-grad,,Husband,,<=50K
749-81-5724,68.0,HS-grad,Never-married,,,
198-83-2923,42.0,Bachelors,Married-civ-spouse,,,
976-81-2038,41.0,HS-grad,Divorced,,Male,<=50K
418-21-2530,33.0,Some-college,,Own-child,Female,<=50K
